customer_key,customer_id,gender,senior_citizen,has_partner,has_dependents
69,5940-AHUHD,Male,0,0,0
70,6432-TWQLB,Male,0,1,0
71,4484-GLZOU,Female,0,1,0
72,9512-UIBFX,Male,0,1,0
73,5583-SXDAG,Male,0,1,0
74,3488-PGMQJ,Male,1,0,0
75,3580-REOAC,Male,0,0,0
76,7534-BFESC,Male,1,0,0
77,6390-DSAZX,Female,0,0,0
78,8098-LLAZX,Female,1,0,0
79,0265-EDXBD,Male,1,1,0
80,7563-BIUPC,Male,0,0,0
81,2321-OMBXY,Female,0,1,0
82,2840-XANRC,Male,1,1,0
83,5020-ZSTTY,Female,1,0,0
84,5804-LEPIM,Female,1,0,0
85,0122-OAHPZ,Female,0,0,0
86,2868-SNELZ,Female,0,0,0
87,4322-RCYMT,Male,0,1,0
88,6680-NENYN,Female,0,0,0
89,1343-EHPYB,Male,0,1,0
90,2034-GDRCN,Female,0,0,0
91,0219-YTZUE,Male,0,1,0
92,0623-IIHUG,Female,1,0,0
93,4572-DVCGN,Female,0,0,0
94,9057-MSWCO,Male,1,1,0
95,1010-DIAUQ,Male,0,0,0
96,0259-GBZSH,Male,0,0,0
97,9601-BRXPO,Female,0,1,0
98,6905-NIQIN,Male,0,0,0
99,5167-ZFFMM,Male,0,0,0
100,4895-TMWIR,Male,1,1,0
101,0533-BNWKF,Female,1,1,0
102,6599-CEBNN,Female,0,0,0
103,0979-PHULV,Male,0,1,0
104,4800-VHZKI,Female,0,0,0
105,7989-CHGTL,Male,0,0,0
106,0334-GDDSO,Male,1,0,0
107,0578-SKVMF,Female,0,1,0
108,5564-NEMQO,Female,1,0,0
109,9063-ZGTUY,Female,0,1,0
110,2957-LOLHO,Male,0,0,0
111,7752-XUSCI,Female,0,0,0
112,4110-PFEUZ,Female,0,0,0
113,0256-LTHVJ,Female,0,1,0
114,0880-TKATG,Male,0,1,0
115,3811-VBYBZ,Male,0,0,0
116,4640-UHDOS,Female,0,1,0
117,3583-EKAPL,Male,0,0,0
118,9399-APLBT,Female,0,1,0
119,2359-KMGLI,Male,0,0,0
120,0306-JAELE,Male,0,0,0
121,6227-HWPWX,Female,0,0,0
122,0447-BEMNG,Female,0,1,0
123,5949-XIKAE,Female,0,1,0
124,8372-JUXUI,Male,0,0,0
125,0388-EOPEX,Female,0,1,0
126,8205-OTCHB,Male,0,0,0
127,6235-VDHOM,Female,1,0,0
128,7783-YKGDV,Female,0,0,0
129,5609-CEBID,Female,1,0,0
130,7218-HKQFK,Male,0,1,0
131,4636-QRJKY,Female,0,1,0
132,5956-VKDTT,Female,1,1,0
133,9412-GHEEC,Male,0,0,0
134,0257-ZESQC,Female,1,1,0
135,6825-UYPFK,Female,0,0,0
136,8397-MVTAZ,Male,0,1,0
137,9282-IZGQK,Female,0,0,0
138,1342-JPNKI,Male,0,0,0
139,2817-NTQDO,Male,0,0,0
140,6986-IJDHX,Male,0,1,0
141,5301-GAUUY,Male,0,0,0
142,0939-YAPAF,Female,0,0,0
143,4710-FDUIZ,Male,0,1,0
144,1218-VKFPE,Female,0,1,0
145,3627-FHKBK,Female,0,0,0
146,2865-TCHJW,Female,1,0,0
147,5192-EBGOV,Female,1,0,0
148,0719-SYFRB,Female,0,0,0
149,3419-SNJJD,Female,1,1,0
150,6543-CPZMK,Male,0,1,0
151,4765-OXPPD,Female,0,1,0
152,1009-IRMNA,Female,0,0,0
153,4554-YGZIH,Male,1,1,0
154,5099-BAILX,Male,1,1,0
155,7207-RMRDB,Female,0,1,0
156,4913-EHYUI,Male,1,1,0
157,0195-IESCP,Male,0,1,0
158,4580-TMHJU,Female,0,1,0
159,0970-ETWGE,Male,0,0,0
160,1626-ERCMM,Male,1,1,0
161,0887-HJGAR,Male,0,0,0
162,5644-PDMZC,Female,1,0,0
163,9576-ANLXO,Female,0,0,0
164,2024-BASKD,Female,0,0,0
165,4160-AMJTL,Female,1,0,0
166,4464-JCOLN,Male,0,1,0
167,5650-VDUDS,Female,0,0,0
168,7538-GWHML,Female,0,0,0
169,3859-CVCET,Female,0,0,0
170,3276-HDUEG,Female,0,0,0
171,0823-HSCDJ,Male,1,0,0
172,0822-GAVAP,Female,0,0,0
173,1448-PWKYE,Male,0,1,0
174,0067-DKWBL,Male,1,0,0
175,2276-YDAVZ,Female,0,0,0
176,5896-NPFWW,Male,0,1,0
177,7133-VBDCG,Female,0,0,0
178,1029-QFBEN,Male,0,0,0
179,4952-YSOGZ,Female,0,1,0
180,1589-AGTLK,Male,0,0,0
181,5244-IRFIH,Male,1,1,0
182,2684-EIWEO,Female,1,0,0
183,6439-GTPCA,Female,0,0,0
184,5138-WVKYJ,Male,0,0,0
185,6683-VLCTZ,Male,1,0,0
186,2189-WWOEW,Female,0,0,0
187,1894-IGFSG,Female,0,0,0
188,7379-POKDZ,Male,0,1,0
189,0236-HFWSV,Male,0,0,0
190,3900-AQPHZ,Female,0,0,0
191,5842-POCOP,Female,0,1,0
192,2037-XJFUP,Male,0,1,0
193,7314-OXENN,Male,0,0,0
194,0322-CHQRU,Male,0,0,0
195,4678-DVQEO,Female,0,0,0
196,0691-IFBQW,Female,1,0,0
197,3009-JWMPU,Male,0,0,0
198,1450-GALXR,Female,0,0,0
199,3138-BKYAV,Male,0,0,0
200,4289-DTDKW,Male,0,1,0
201,1820-TQVEV,Male,0,0,0
202,2239-JALAW,Male,0,0,0
203,4853-RULSV,Male,0,0,0
204,6275-YDUVO,Female,0,0,0
205,0115-TFERT,Male,0,1,0
206,2311-QYMUQ,Female,0,1,0
207,3643-AHCFP,Male,1,1,0
208,3104-OWCGK,Male,0,1,0
209,9101-BWFSS,Female,0,1,0
210,9231-ZJYAM,Female,1,0,0
211,6982-SSHFK,Male,0,0,0
212,0727-BMPLR,Female,1,0,0
213,1038-ZAGBI,Female,0,1,0
214,3027-ZTDHO,Male,0,0,0
215,2382-BCKQJ,Female,0,0,0
216,2207-NHRJK,Male,0,0,0
217,0947-MUGVO,Male,1,1,0
218,9944-HKVVB,Female,0,0,0
219,4124-MMETB,Male,0,0,0
220,3671-SHRSP,Male,0,1,0
221,3313-QKNKB,Male,0,1,0
222,5073-WXOYN,Female,0,0,0
223,0207-MDKNV,Female,0,0,0
224,9851-KIELU,Male,0,0,0
225,3908-BLSYF,Female,0,0,0
226,7549-MYGPK,Female,0,1,0
227,3804-RVTGV,Male,0,1,0
228,9227-LUNBG,Female,0,0,0
229,4315-MURBD,Female,0,0,0
230,9734-YWGEX,Female,0,0,0
231,2719-BDAQO,Male,0,0,0
232,0781-LKXBR,Male,1,0,0
233,1907-UBQFC,Male,1,0,0
234,6513-EECDB,Male,1,1,0
235,7074-IEVOJ,Female,1,0,0
236,9625-QSTYE,Female,0,0,0
237,4750-ZRXIU,Female,1,0,0
238,6400-BWQKW,Female,0,0,0
239,6680-WKXRZ,Female,0,0,0
240,7028-DVOIQ,Male,1,0,0
241,4208-UFFGW,Male,1,0,0
242,9448-REEVD,Male,0,1,0
243,9117-SHLZX,Male,0,0,0
244,9889-TMAHG,Male,1,0,0
245,4541-RMRLG,Male,0,0,0
246,3158-MOERK,Female,0,0,0
247,7294-TMAOP,Female,0,0,0
248,8919-FYFQZ,Male,1,1,0
249,2834-JRTUA,Male,0,0,0
250,5875-YPQFJ,Male,0,0,0
251,6646-QVXLR,Male,1,1,0
252,8603-IJWDN,Male,0,0,0
253,9369-XFEHK,Female,1,1,0
254,3842-IYKUE,Female,0,0,0
255,6641-XRPSU,Female,0,0,0
256,1374-DMZUI,Female,1,0,0
257,8357-EQXFO,Female,0,0,0
258,1989-PRJHP,Male,1,1,0
259,9524-EGPJC,Female,0,0,0
260,6993-OHLXR,Female,0,0,0
261,8818-XYFCQ,Male,0,1,0
262,4695-VADHF,Male,0,1,0
263,3863-IUBJR,Male,0,1,0
264,4822-RVYBB,Male,1,0,0
265,8436-BJUMM,Male,0,1,0
266,4184-TJFAN,Female,1,1,0
267,4145-UQXUQ,Female,1,0,0
268,9948-YPTDG,Male,0,1,0
269,1236-WFCDV,Male,1,0,0
270,4883-QICIH,Male,0,1,0
271,8329-IBCTI,Female,0,0,0
272,1271-SJBGZ,Male,1,0,0
273,5669-SRAIP,Female,0,0,0
274,5981-ITEMU,Male,0,1,0
275,6941-PMGEP,Female,0,0,0
276,1624-WOIWJ,Female,0,0,0
277,2074-GKOWZ,Male,0,1,0
278,0376-YMCJC,Male,0,0,0
279,0634-SZPQA,Female,0,0,0
280,5536-RTPWK,Male,0,1,0
281,6166-ILMNY,Female,0,0,0
282,3097-NNSPB,Female,0,0,0
283,0655-RBDUG,Male,0,0,0
284,4361-BKAXE,Female,0,0,0
285,9878-TNQGW,Male,0,0,0
286,4441-NIHPT,Female,1,0,0
287,8999-BOHSE,Female,1,0,0
288,7029-RPUAV,Male,1,1,0
289,4607-CHPCA,Male,0,1,0
290,8824-RWFXJ,Male,0,1,0
291,9763-PDTKK,Female,0,0,0
292,7627-JKIAZ,Female,0,1,0
293,4081-DYXAV,Female,0,0,0
294,8111-SLLHI,Male,1,1,0
295,0927-LCSMG,Male,0,0,0
296,8257-RZAHR,Female,0,1,0
297,5293-WXJAK,Female,1,1,0
298,0841-NULXI,Male,0,0,0
299,7851-WZEKY,Female,0,0,0
300,8844-TONUD,Male,0,1,0
301,4086-YQSNZ,Female,1,1,0
302,5868-CZJDR,Male,0,0,0
303,0135-NMXAP,Female,0,0,0
304,6270-OMFIW,Male,0,1,0
305,0107-WESLM,Male,0,0,0
306,3992-YWPKO,Female,0,0,0
307,0125-LZQXK,Male,0,0,0
308,8399-YNDCH,Male,1,0,0
309,5673-FSSMF,Female,0,0,0
310,1579-KLYDT,Male,0,0,0
311,3927-NLNRY,Male,0,1,0
312,6358-LYNGM,Male,0,0,0
313,5494-HECPR,Female,0,0,0
314,9824-BEMCV,Male,0,1,0
315,1373-ORVIZ,Female,0,1,0
316,9866-QEVEE,Male,0,0,0
317,9897-KXHCM,Female,0,1,0
318,7979-CORPM,Male,0,0,0
319,1618-CFHME,Female,0,0,0
320,3165-HDOEW,Male,0,1,0
321,6581-NQCBA,Female,0,1,0
322,1689-MRZQR,Male,0,1,0
323,5835-BEQEU,Male,0,0,0
324,5565-FILXA,Female,1,0,0
325,5552-ZNFSJ,Male,0,0,0
326,2223-KAGMX,Female,0,0,0
327,7321-PKUYW,Female,0,0,0
328,2833-SLKDQ,Male,0,0,0
329,7595-EUIVN,Female,0,0,0
330,2026-TGDHM,Female,0,0,0
331,4030-VPZBD,Female,0,0,0
332,4187-CINZD,Female,1,0,0
333,6818-WOBHJ,Female,1,1,0
334,2408-TZMJL,Male,0,1,0
335,9134-CEQMF,Male,1,1,0
336,7993-PYKOF,Male,0,1,0
337,5027-XWQHA,Male,0,0,0
338,4566-QVRRW,Female,0,1,0
339,8519-IMDHU,Male,1,1,0
340,0201-OAMXR,Female,0,0,0
341,3372-KWFBM,Male,1,0,0
342,7831-QGOXH,Female,0,0,0
343,6393-WRYZE,Female,0,1,0
344,6599-RCLCJ,Male,0,1,0
345,9831-BPFRI,Female,0,1,0
346,1725-MIMXW,Male,0,0,0
347,0031-PVLZI,Female,0,1,0
348,7206-GZCDC,Female,1,0,0
349,4791-QRGMF,Male,0,1,0
350,1768-ZAIFU,Female,1,0,0
351,4671-LXRDQ,Male,0,0,0
352,1934-SJVJK,Male,0,0,0
353,3838-OZURD,Male,0,1,0
354,9269-CQOOL,Male,0,0,0
355,2845-HSJCY,Female,0,1,0
356,1184-PJVDB,Male,0,1,0
357,9415-DPEWS,Female,0,0,0
358,7943-RQCHR,Female,0,0,0
359,3793-MMFUH,Female,1,0,0
360,3249-ZPQRG,Male,0,0,0
361,2568-BRGYX,Male,0,0,0
362,7721-JXEAW,Male,0,1,0
363,7249-WBIYX,Male,0,1,0
364,6567-HOOPW,Female,1,0,0
365,3164-AALRN,Male,0,0,0
366,3334-CTHOL,Female,0,0,0
367,4704-ERYFC,Female,0,1,0
368,8621-MNIHH,Female,1,1,0
369,0471-LVHGK,Male,0,1,0
370,9518-RWHZL,Female,0,0,0
371,5419-CONWX,Female,1,0,0
372,6240-EURKS,Female,0,0,0
373,6960-HVYXR,Female,0,0,0
374,7024-OHCCK,Female,1,0,0
375,7861-UVUFT,Female,0,1,0
376,5357-TZHPP,Male,1,0,0
377,0680-DFNNY,Male,0,1,0
378,7767-UXAGJ,Male,0,0,0
379,1571-SAVHK,Male,0,0,0
380,9546-CQJSU,Female,0,0,0
381,0506-LVNGN,Female,1,0,0
382,2951-QOQTK,Male,0,0,0
383,3473-XIIIT,Female,0,1,0
384,7893-IXHRQ,Male,0,0,0
385,2952-QAYZF,Male,0,0,0
386,4763-PGDPO,Female,0,0,0
387,5394-SVGJV,Male,0,0,0
388,9283-LZQOH,Male,0,1,0
389,7079-QRCBC,Female,0,0,0
390,5469-CTCWN,Male,0,1,0
391,9851-QXEEQ,Male,0,0,0
392,9809-IMGCQ,Male,1,0,0
393,5208-HFSBT,Female,0,0,0
394,3254-YRILK,Male,1,0,0
395,2667-WYLWJ,Female,0,1,0
396,0529-ONKER,Male,1,0,0
397,5240-IJOQT,Male,1,0,0
398,1092-GANHU,Male,0,0,0
399,0661-XEYAN,Female,1,0,0
400,7881-EVUAD,Female,0,0,0
401,5766-XQXMQ,Female,0,0,0
402,3703-VAVCL,Male,0,1,0
403,8519-QJGJD,Female,0,0,0
404,6326-MTTXK,Male,0,0,0
405,0330-IVZHA,Female,0,1,0
406,2886-KEFUM,Female,0,1,0
407,4237-RLAQD,Male,0,0,0
408,9651-GTSAQ,Female,0,1,0
409,3186-BAXNB,Female,0,0,0
410,0637-YLETY,Female,0,0,0
411,1157-BQCUW,Male,0,0,0
412,2660-EMUBI,Male,1,0,0
413,7675-OZCZG,Female,1,0,0
414,2003-CKLOR,Male,0,0,0
415,9254-RBFON,Female,0,1,0
416,1205-WNWPJ,Female,0,0,0
417,9391-EOYLI,Male,1,1,0
418,8387-MOJJT,Female,0,1,0
419,2761-OCIAX,Male,1,0,0
420,3068-OMWZA,Male,1,0,0
421,6032-KRXXO,Male,0,0,0
422,7459-RRWQZ,Female,0,0,0
423,4154-AQUGT,Male,1,1,0
424,3092-IGHWF,Male,0,1,0
425,8017-LXHFA,Female,1,0,0
426,6352-TWCAU,Female,0,0,0
427,2929-QNSRW,Female,0,1,0
428,1262-OPMFY,Female,0,1,0
429,4248-QPAVC,Female,1,1,0
430,1899-VXWXM,Male,0,0,0
431,4690-LLKUA,Male,1,0,0
432,3331-HQDTW,Female,0,0,0
433,9490-DFPMD,Female,1,0,0
434,5442-XSDCW,Male,0,1,0
435,3049-NDXFL,Female,0,0,0
436,8580-AECUZ,Male,1,0,0
437,7963-GQRMY,Female,0,1,0
438,1228-FZFRV,Male,0,1,0
439,2058-DCJBE,Male,0,0,0
440,5364-XYIRR,Male,0,1,0
441,4829-AUOAX,Female,0,0,0
442,5047-LHVLY,Male,1,0,0
443,9158-VCTQB,Female,0,1,0
444,6311-UEUME,Female,0,0,0
445,6839-ITVZJ,Female,0,1,0
446,0375-HVGXO,Female,0,0,0
447,8593-WHYHV,Male,0,0,0
448,6097-EQISJ,Female,0,1,0
449,4423-YLHDV,Female,0,1,0
450,0107-YHINA,Male,0,0,0
451,8640-SDGKB,Male,0,0,0
452,4116-TZAQJ,Female,0,0,0
453,3877-JRJIP,Male,0,0,0
454,8375-DKEBR,Female,1,0,0
455,7511-YMXVQ,Male,0,0,0
456,7551-JOHTI,Female,0,0,0
457,9804-ICWBG,Male,0,0,0
458,5318-IXUZF,Female,0,0,0
459,3198-VELRD,Female,0,1,0
460,9436-ZBZCT,Male,0,0,0
461,7279-BUYWN,Female,1,0,0
462,7156-MHUGY,Male,1,0,0
463,7198-GLXTC,Male,0,0,0
464,0516-VRYBW,Female,0,0,0
465,8380-PEFPE,Male,0,0,0
466,5687-DKDTV,Female,0,0,0
467,7530-HDYDS,Female,0,0,0
468,3096-IZETN,Female,0,0,0
469,5922-ABDVO,Female,0,1,0
470,9172-ANCRX,Female,0,0,0
471,6910-HADCM,Female,0,0,0
472,4816-LXZYW,Female,0,0,0
473,9606-PBKBQ,Male,1,1,0
474,3536-IQCTX,Male,1,1,0
475,4911-BANWH,Female,0,0,0
476,8496-EJAUI,Male,0,0,0
477,3132-TVFDZ,Male,1,1,0
478,8080-DDEMJ,Male,1,0,0
479,6365-MTGZX,Male,0,0,0
480,1349-WXNGG,Male,0,0,0
481,6990-YNRIO,Male,0,1,0
482,0621-TWIEM,Male,0,0,0
483,2485-ITVKB,Female,0,1,0
484,3669-OYSJI,Male,0,0,0
485,1612-EOHDH,Female,0,0,0
486,6702-OHFWR,Male,1,0,0
487,4510-PYUSH,Female,1,0,0
488,7517-SAWMO,Female,0,1,0
489,4143-HHPMK,Male,0,0,0
490,7054-LGEQW,Female,0,0,0
491,0923-PNFUB,Female,0,0,0
492,3494-JCHRQ,Male,0,0,0
493,6474-FVJLC,Male,0,0,0
494,8840-DQLGN,Female,1,1,0
495,4547-LYTDD,Female,0,0,0
496,6770-XUAGN,Female,0,1,0
497,4193-ORFCL,Female,1,0,0
498,7776-QWNFX,Male,1,1,0
499,6689-TCZHQ,Female,1,0,0
500,3143-ILDAL,Male,0,0,0
501,4720-VSTSI,Female,0,0,0
502,3946-MHCZW,Male,0,0,0
503,6651-AZVTJ,Male,0,1,0
504,4566-GOLUK,Male,0,1,0
505,2484-DGXPZ,Female,0,1,0
506,4587-NUKOX,Female,0,0,0
507,0420-BWTPW,Male,0,0,0
508,8183-ONMXC,Female,0,0,0
509,9614-RMGHA,Male,0,1,0
510,5054-IEXZT,Male,0,0,0
511,5834-ASPWA,Male,0,0,0
512,3948-XHGNA,Male,0,0,0
513,0565-IYCGT,Male,0,0,0
514,5445-UTODQ,Female,0,1,0
515,1024-VRZHF,Male,0,1,0
516,9497-QCMMS,Male,1,0,0
517,0348-SDKOL,Female,0,1,0
518,4373-MAVJG,Female,0,1,0
519,8901-HJXTF,Female,0,1,0
520,5419-KLXBN,Female,0,1,0
521,3424-NMNBO,Male,1,1,0
522,4514-GFCFI,Female,1,0,0
523,9828-AOQLM,Female,0,1,0
524,8000-REIQB,Female,1,0,0
525,7615-ESMYF,Female,0,1,0
526,3858-VOBET,Male,0,0,0
527,1447-PJGGA,Female,0,0,0
528,8565-CLBZW,Male,0,0,0
529,9139-WQQDY,Female,0,1,0
530,0224-HJAPT,Male,0,0,0
531,8086-OVPWV,Male,0,0,0
532,9430-FRQOC,Female,0,0,0
533,3074-GQWYX,Male,0,0,0
534,6845-RGTYS,Female,0,1,0
535,8861-HGGKB,Female,0,0,0
536,7065-YUNRY,Female,0,0,0
537,7694-VLBWQ,Male,0,1,0
538,4795-KTRTH,Female,1,1,0
539,6481-OGDOO,Male,0,1,0
540,3753-TSEMP,Female,0,1,0
541,8305-VHZBZ,Male,0,0,0
542,9172-JITSM,Female,0,1,0
543,6298-QDFNH,Male,0,0,0
544,9961-JBNMK,Male,1,0,0
545,6173-ITPWD,Male,0,1,0
546,9734-UYXQI,Female,0,0,0
547,2189-UXTKY,Female,0,1,0
548,4958-GZWIY,Male,0,1,0
549,6356-ELRKD,Female,0,0,0
550,8624-GIOUT,Female,0,0,0
551,6179-GJPSO,Female,1,0,0
552,3177-LASXD,Female,0,0,0
553,4897-QSUYC,Female,0,0,0
554,1084-UQCHV,Male,0,0,0
555,8290-YWKHZ,Female,1,1,0
556,2955-BJZHG,Male,0,1,0
557,3806-DXQOM,Female,0,0,0
558,9300-RENDD,Male,0,0,0
559,0761-AETCS,Female,0,0,0
560,2153-MREFK,Female,0,1,0
561,3106-ULWFW,Female,0,1,0
562,0925-VYDLG,Female,0,0,0
563,4349-GFQHK,Male,0,0,0
564,7802-EFKNY,Male,0,1,0
565,8035-BUYVG,Male,0,1,0
566,9787-XVQIU,Male,0,0,0
567,8945-MUQUF,Male,0,0,0
568,8051-HJRLT,Female,1,0,0
569,3023-GFLBR,Female,0,1,0
570,0524-IAVZO,Female,0,1,0
571,2737-YNGYW,Female,0,0,0
572,5159-YFPKQ,Female,0,0,0
573,4021-RQSNY,Male,1,1,0
574,9061-TIHDA,Male,1,1,0
575,8699-ASUFO,Male,1,1,0
576,7927-AUXBZ,Female,0,0,0
577,4695-WJZUE,Female,1,0,0
578,7619-ODSGN,Male,0,1,1
579,3988-RQIXO,Female,1,0,0
580,2514-GINMM,Male,0,0,0
581,5931-FLJJF,Male,1,1,0
582,2659-VXMWZ,Male,0,1,0
583,3207-OYBWH,Male,1,1,0
584,4285-GYRQC,Female,0,1,0
585,7216-EWTRS,Female,1,1,0
586,8337-MSSXB,Female,0,0,0
587,8182-BJDSI,Female,0,0,0
588,2528-HFYZX,Male,1,1,0
589,2482-CZGBB,Male,0,0,0
590,0866-QLSIR,Female,0,0,0
591,7181-BQYBV,Female,0,1,0
592,6204-IEUXJ,Female,0,0,0
593,4529-CKBCL,Female,0,0,0
594,2506-CLAKW,Female,0,0,0
595,1583-IHQZE,Male,0,0,0
596,0151-ONTOV,Female,0,0,0
597,4140-MUHUG,Female,1,0,0
598,0320-JDNQG,Male,0,1,0
599,7180-PISOG,Male,0,1,0
600,3571-RFHAR,Male,0,0,0
601,9578-VRMNM,Female,0,0,0
602,1587-FKLZB,Male,1,1,0
603,6140-QNRQQ,Male,0,0,0
604,4307-KTUMW,Male,0,1,0
605,5440-FLBQG,Male,1,1,0
606,7470-MCQTK,Female,0,1,0
607,7488-MXJIV,Female,0,0,0
608,2027-FECZV,Male,0,0,0
609,2672-DZUOY,Male,0,0,0
610,3870-MQAMG,Female,0,1,0
611,4800-CZMPC,Female,0,1,0
612,7377-DMMRI,Male,0,0,0
613,8949-JTMAY,Female,0,0,0
614,2774-LVQUS,Female,1,1,0
615,3211-ILJTT,Male,0,1,0
616,4612-THJBS,Female,1,0,0
617,4094-NSEDU,Female,1,0,0
618,5103-MHMHY,Female,0,0,1
619,1846-XWOQN,Female,1,0,0
620,0235-KGSLC,Female,0,0,0
621,2884-GBPFB,Female,0,1,0
622,3757-NJYBX,Male,1,1,0
623,5136-KCKGI,Female,0,1,0
624,3722-WPXTK,Male,0,0,0
625,2929-ERCFZ,Female,0,1,0
626,7548-SEPYI,Female,0,0,0
627,8835-VSDSE,Female,0,1,0
628,1623-NLDOT,Female,0,1,0
629,9898-KZQDZ,Female,1,1,0
630,5236-PERKL,Female,0,0,0
631,7854-FOKSF,Male,0,0,0
632,2519-FAKOD,Male,0,0,0
633,8263-JQAIK,Male,1,0,0
634,7089-IVVAZ,Female,0,0,0
635,2205-YMZZJ,Male,1,0,0
636,1254-IZEYF,Female,1,0,0
637,9492-TOKRI,Female,0,0,0
638,9221-OTIVJ,Female,1,0,0
639,3325-FUYCG,Male,0,1,0
640,5908-QMGOE,Male,1,0,0
641,8481-YYXWG,Female,0,0,0
642,2609-IAICY,Female,0,0,0
643,1740-CSDJP,Male,0,0,0
644,2636-OHFMN,Male,0,1,0
645,1323-OOEPC,Female,0,1,0
646,0397-GZBBC,Male,1,1,0
647,7641-EUYET,Male,1,1,0
648,9921-ZVRHG,Female,0,0,0
649,4701-MLJPN,Male,0,0,0
650,9206-GVPEQ,Male,0,1,0
651,1596-BBVTG,Male,0,0,0
652,8433-WXGNA,Male,0,0,0
653,3707-GNWHM,Male,0,0,0
654,8922-LIEGH,Female,1,0,0
655,8245-UMPYT,Female,1,0,0
656,5186-SAMNZ,Male,1,0,0
657,5373-SFODM,Male,1,1,0
658,5766-ZJYBB,Male,0,0,0
659,8931-GJJIQ,Female,0,0,0
660,4277-PVRAN,Female,0,0,0
661,0022-TCJCI,Male,1,0,0
662,0203-HHYIJ,Male,0,0,0
663,0952-KMEEH,Male,0,0,0
664,8178-EYZUO,Male,0,0,0
665,5130-IEKQT,Male,1,0,0
666,3230-WYKIR,Male,0,0,0
667,0407-BDJKB,Male,0,1,0
668,9600-UDOPK,Male,0,1,0
669,4074-SJFFA,Female,0,0,0
670,3269-ATYWD,Male,1,0,0
671,4910-GMJOT,Female,0,0,0
672,0354-WYROK,Female,1,1,0
673,7576-OYWBN,Male,1,0,0
674,5539-TMZLF,Male,1,0,0
675,4323-SADQS,Male,0,1,1
676,4446-BZKHU,Male,0,1,0
677,5202-IVJNU,Female,0,0,1
678,5976-JCJRH,Male,0,1,0
679,0137-OCGAB,Female,0,0,0
680,3351-NQLDI,Female,0,1,0
681,7593-JNWRU,Male,0,1,1
682,4588-YBNIB,Female,0,0,0
683,3336-JORSO,Female,1,0,0
684,5028-GZLDO,Male,0,0,0
685,6861-XWTWQ,Male,1,1,0
686,6877-TJMBR,Male,0,1,0
687,6769-DCQLI,Male,0,0,0
688,2433-KMEAS,Male,0,0,0
689,2195-ZRVAX,Female,0,1,0
690,3550-SAHFP,Female,0,0,0
691,2011-TRQYE,Male,0,0,0
692,4873-ILOLJ,Male,0,0,0
693,2725-KXXWT,Male,0,1,0
694,9565-DJPIB,Female,0,0,0
695,8348-HFYIV,Male,0,0,0
