customer_id,country,state,city,zip_code,latitude,longitude,gender,senior_citizen,has_partner,has_dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_flag,churn_score,cltv,churn_reason,total_charges_raw,is_new_customer_imputed_charges,senior_citizen_bool,has_partner_bool,has_dependents_bool,phone_service_bool,paperless_billing_bool,churn_label_bool,tenure_cohort,addon_service_count,has_internet,has_phone_and_internet,is_streaming_bundle,monetary_total_charges,monetary_monthly_run_rate,frequency_addon_breadth,recency_tenure_months,avg_revenue_per_tenure_month,contract_based_risk_tier,is_california_dataset
8773-HHUOZ,United States,California,Los Angeles,90032,34.078821,-118.177576,Female,No,No,No,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes,1,74,3022,Competitor offered higher download speeds,1093.1,False,False,False,False,True,True,True,13-24 mo,2,True,True,True,1093.1,64.7,2,17,64.3,High,True
6047-YHPVI,United States,California,Los Angeles,90039,34.110845,-118.259595,Male,No,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,1,66,2454,Competitor offered higher download speeds,316.9,False,False,False,True,True,True,True,0-12 mo,0,True,True,False,316.9,69.7,0,5,63.379999999999995,High,True
5380-WJKOV,United States,California,Los Angeles,90041,34.137412,-118.207607,Male,No,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,1,65,2941,Competitor offered higher download speeds,3549.25,False,False,False,True,True,True,True,25-36 mo,4,True,True,True,3549.25,106.35,4,34,104.38970588235294,High,True
8168-UQWWF,United States,California,Los Angeles,90042,34.11572,-118.192754,Female,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,1,70,5674,Competitor offered more data,1105.4,False,False,False,True,True,True,True,0-12 mo,3,True,True,True,1105.4,97.85,3,11,100.4909090909091,High,True
7760-OYPDY,United States,California,Los Angeles,90056,33.987945,-118.370442,Female,No,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,1,90,5586,Competitor offered more data,144.15,False,False,False,True,True,True,True,0-12 mo,1,True,True,False,144.15,80.65,1,2,72.075,High,True
9420-LOJKX,United States,California,Los Angeles,90061,33.92128,-118.274186,Female,No,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,1,82,2966,Competitor offered more data,1426.4,False,False,False,True,True,True,True,13-24 mo,4,True,True,True,1426.4,99.1,4,15,95.09333333333333,High,True
7495-OOKFY,United States,California,Los Angeles,90063,34.044271,-118.185237,Female,Yes,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,1,69,5302,Competitor made better offer,633.3,False,True,True,True,True,True,True,0-12 mo,1,True,True,False,633.3,80.65,1,8,79.1625,High,True
1658-BYGOY,United States,California,Los Angeles,90065,34.108833,-118.229715,Male,Yes,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,1,81,3179,Competitor made better offer,1752.55,False,True,False,True,True,True,True,13-24 mo,2,True,True,True,1752.55,95.45,2,18,97.36388888888888,High,True
5698-BQJOH,United States,California,Beverly Hills,90211,34.063947,-118.383001,Female,No,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,1,96,5571,Price too high,857.25,False,False,False,True,True,False,True,0-12 mo,2,True,True,True,857.25,94.4,2,9,95.25,High,True
5919-TMRGD,United States,California,Huntington Park,90255,33.97803,-118.217141,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,1,87,2483,Product dissatisfaction,79.35,False,False,False,True,True,True,True,0-12 mo,1,True,True,False,79.35,79.35,1,1,79.35,High,True
9191-MYQKX,United States,California,Lynwood,90262,33.923573,-118.200669,Female,No,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,1,70,3457,Service dissatisfaction,496.9,False,False,True,True,True,True,True,0-12 mo,1,True,True,False,496.9,75.15,1,7,70.98571428571428,High,True
8637-XJIVR,United States,California,Marina Del Rey,90292,33.977468,-118.445475,Female,No,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,1,86,5806,Lack of self-service on Website,927.35,False,False,False,True,True,True,True,0-12 mo,1,True,True,False,927.35,78.95,1,12,77.27916666666667,High,True
0278-YXOOG,United States,California,Inglewood,90301,33.956445,-118.358634,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,Yes,1,66,2604,Network reliability,113.85,False,False,False,False,True,False,True,0-12 mo,0,False,False,False,113.85,21.05,0,5,22.77,High,True
4598-XLKNJ,United States,California,Inglewood,90303,33.936291,-118.332639,Female,Yes,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,1,88,5337,Limited range of services,2514.5,False,True,True,True,True,True,True,25-36 mo,4,True,True,True,2514.5,98.5,4,25,100.58,High,True
3192-NQECA,United States,California,Santa Monica,90403,34.031529,-118.491156,Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,1,86,5034,Lack of affordable download/upload speed,7611.85,False,False,True,False,True,True,True,61-72 mo,5,True,True,True,7611.85,110.0,5,68,111.93897058823529,Low,True
0486-HECZI,United States,California,Torrance,90504,33.867257,-118.330794,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,1,75,5154,Long distance charges,5238.9,False,False,True,True,True,True,True,49-60 mo,3,True,True,False,5238.9,96.75,3,55,95.25272727272727,High,True
4846-WHAFZ,United States,California,Whittier,90602,33.972119,-118.020188,Female,Yes,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,1,67,2793,Extra data charges,2868.15,False,True,True,True,True,True,True,37-48 mo,0,True,True,False,2868.15,76.5,0,37,77.51756756756757,High,True
5299-RULOA,United States,California,Whittier,90606,33.976678,-118.065875,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,1,87,5998,Price too high,1064.65,False,False,True,True,True,True,True,0-12 mo,3,True,True,True,1064.65,100.25,3,10,106.465,High,True
0404-SWRVG,United States,California,La Habra,90631,33.940619,-117.9513,Male,No,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,1,76,4415,Product dissatisfaction,229.55,False,False,False,True,True,True,True,0-12 mo,0,True,True,False,229.55,74.4,0,3,76.51666666666667,High,True
4412-YLTKF,United States,California,Pico Rivera,90660,33.989524,-118.089299,Female,Yes,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,1,95,4638,Service dissatisfaction,2135.5,False,True,False,True,True,True,True,25-36 mo,1,True,True,False,2135.5,78.05,1,27,79.0925925925926,High,True
6207-WIOLX,United States,California,Avalon,90704,33.391181,-118.421305,Female,No,Yes,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1,99,4190,Lack of self-service on Website,1502.65,False,False,True,False,False,True,True,25-36 mo,5,True,False,True,1502.65,58.6,5,25,60.106,High,True
3091-FYHKI,United States,California,Harbor City,90710,33.798266,-118.300237,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,1,80,2301,Network reliability,35.45,False,False,False,False,False,True,True,0-12 mo,1,True,False,False,35.45,35.45,1,1,35.45,High,True
2372-HWUHI,United States,California,Lakewood,90712,33.840524,-118.148403,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,1,76,2570,Don't know,81.25,False,False,False,False,True,False,True,0-12 mo,0,True,True,False,81.25,44.35,0,2,40.625,High,True
0390-DCFDQ,United States,California,Los Alamitos,90720,33.79499,-118.065591,Female,Yes,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,76,3964,Don't know,70.45,False,True,True,True,True,True,True,0-12 mo,0,True,True,False,70.45,70.45,0,1,70.45,High,True
4080-OGPJL,United States,California,San Pedro,90731,33.736387,-118.284363,Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,1,66,2662,Don't know,563.65,False,False,False,False,True,False,True,0-12 mo,3,True,True,False,563.65,71.15,3,8,70.45625,High,True
2135-RXIHG,United States,California,Carson,90745,33.822295,-118.26411,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1,73,2600,Poor expertise of online support,45.65,False,False,False,False,True,True,True,0-12 mo,0,True,True,False,45.65,45.65,0,1,45.65,High,True
3874-EQOEP,United States,California,Long Beach,90804,33.783047,-118.1486,Male,No,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,1,94,2786,Poor expertise of phone support,655.5,False,False,False,True,True,False,True,0-12 mo,2,True,True,True,655.5,95.0,2,7,93.64285714285714,High,True
0867-MKZVY,United States,California,Altadena,91001,34.196837,-118.142236,Female,No,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1,86,5719,Price too high,1592.35,False,False,True,True,True,False,True,13-24 mo,1,True,True,False,1592.35,82.4,1,20,79.61749999999999,High,True
3376-BMGFE,United States,California,Monrovia,91016,34.1528,-118.000482,Female,No,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,1,75,4287,Product dissatisfaction,273,False,False,False,True,True,True,True,0-12 mo,0,True,True,False,273.0,70.9,0,4,68.25,High,True
3445-HXXGF,United States,California,Sierra Madre,91024,34.168686,-118.057505,Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,1,100,5444,Service dissatisfaction,2651.2,False,True,True,False,False,True,True,49-60 mo,3,True,False,False,2651.2,45.3,3,58,45.710344827586205,High,True
1875-QIVME,United States,California,Tujunga,91042,34.296574,-118.244839,Female,No,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,1,83,4690,Lack of self-service on Website,242.8,False,False,True,True,True,True,True,0-12 mo,4,True,True,True,242.8,104.4,4,2,121.4,High,True
0691-JVSYA,United States,California,Pasadena,91103,34.167465,-118.165327,Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,1,80,4328,Network reliability,5000.2,False,False,True,False,True,True,True,49-60 mo,3,True,True,True,5000.2,94.85,3,53,94.3433962264151,Medium,True
2656-FMOKZ,United States,California,Pasadena,91106,34.139402,-118.128658,Female,Yes,No,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1,99,5717,Limited range of services,1145.7,False,True,False,True,True,True,True,13-24 mo,0,True,True,False,1145.7,74.45,0,15,76.38000000000001,High,True
2070-FNEXE,United States,California,Pasadena,91107,34.159007,-118.087353,Female,Yes,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,1,81,4419,Lack of affordable download/upload speed,503.6,False,True,False,True,True,False,True,0-12 mo,1,True,True,False,503.6,76.45,1,7,71.94285714285715,High,True
6317-YPKDH,United States,California,Glendale,91202,34.167926,-118.267539,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,1,95,4534,Long distance charges,29.95,False,False,False,False,False,False,True,0-12 mo,1,True,False,False,29.95,29.95,1,1,29.95,High,True
9367-WXLCH,United States,California,Glendale,91204,34.136306,-118.26036,Male,No,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,1,86,2152,Extra data charges,662.65,False,False,False,True,True,False,True,0-12 mo,1,True,True,False,662.65,84.5,1,8,82.83125,High,True
1918-ZBFQJ,United States,California,Glendale,91206,34.162515,-118.203869,Female,No,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1,73,5142,Price too high,1111.65,False,False,False,True,True,True,True,13-24 mo,2,True,True,False,1111.65,79.25,2,13,85.51153846153846,High,True
1024-GUALD,United States,California,Glendale,91207,34.182378,-118.262922,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,94,4851,Product dissatisfaction,24.8,False,False,True,False,False,True,True,0-12 mo,0,True,False,False,24.8,24.8,0,1,24.8,High,True
2472-OVKUP,United States,California,Canoga Park,91304,34.224377,-118.632656,Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,1,94,2283,Service dissatisfaction,531,False,False,True,True,True,True,True,0-12 mo,3,True,True,False,531.0,91.0,3,6,88.5,High,True
1285-OKIPP,United States,California,Mission Hills,91345,34.266389,-118.459744,Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,1,98,3394,Lack of self-service on Website,79.9,False,False,False,True,True,False,True,0-12 mo,1,True,True,False,79.9,79.9,1,1,79.9,High,True
7825-ECJRF,United States,California,Santa Clarita,91350,34.502432,-118.41459,Female,No,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1,71,3764,Network reliability,1934.45,False,False,False,True,True,True,True,13-24 mo,5,True,True,True,1934.45,106.6,5,19,101.81315789473685,High,True
7841-TZDMQ,United States,California,Sun Valley,91352,34.231053,-118.338307,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,1,76,2667,Don't know,84.5,False,False,False,False,True,True,True,0-12 mo,0,True,True,False,84.5,46.0,0,2,42.25,High,True
9408-SSNVZ,United States,California,Stevenson Ranch,91381,34.364153,-118.615583,Female,No,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,1,67,2227,Don't know,268.35,False,False,False,True,True,True,True,0-12 mo,0,True,True,False,268.35,70.15,0,4,67.0875,High,True
0742-MOABM,United States,California,Panorama City,91402,34.223768,-118.445461,Male,No,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,1,82,3394,Don't know,179.35,False,False,True,False,True,False,True,0-12 mo,1,True,True,False,179.35,50.05,1,4,44.8375,High,True
2232-DMLXU,United States,California,Van Nuys,91411,34.17847,-118.459472,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,Yes,1,81,3638,Poor expertise of online support,55.2,False,False,True,False,True,False,True,0-12 mo,1,True,True,False,55.2,55.2,1,1,55.2,High,True
8937-RDTHP,United States,California,Burbank,91504,34.213049,-118.317651,Male,No,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,1,66,2484,Poor expertise of phone support,84.6,False,False,False,True,True,True,True,0-12 mo,2,True,True,False,84.6,84.6,2,1,84.6,High,True
1251-KRREG,United States,California,North Hollywood,91601,34.1692,-118.372498,Male,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,1,81,2556,Price too high,114.1,False,False,False,False,True,True,True,0-12 mo,1,True,True,False,114.1,54.4,1,2,57.05,High,True
0094-OIFMO,United States,California,North Hollywood,91605,34.207295,-118.400022,Female,Yes,No,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,Yes,1,85,5980,Product dissatisfaction,1120.3,False,True,False,True,True,True,True,0-12 mo,3,True,True,True,1120.3,95.0,3,11,101.84545454545454,High,True
9947-OTFQU,United States,California,Covina,91722,34.097345,-117.906736,Male,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,Yes,1,86,4616,Service dissatisfaction,1074.3,False,True,False,False,True,True,True,13-24 mo,1,True,True,False,1074.3,74.4,1,15,71.61999999999999,High,True
0322-YINQP,United States,California,Covina,91723,34.084747,-117.886844,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,1,77,5687,Lack of self-service on Website,48.55,False,False,False,False,True,True,True,0-12 mo,1,True,True,False,48.55,48.55,1,1,48.55,High,True
4629-NRXKX,United States,California,El Monte,91731,34.079934,-118.046695,Female,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,Yes,1,75,5687,Network reliability,147.15,False,False,True,False,True,False,True,0-12 mo,0,True,True,False,147.15,70.4,0,2,73.575,High,True
9514-JDSKI,United States,California,El Monte,91732,34.074492,-118.01462,Male,Yes,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,1,65,5828,Limited range of services,40.2,False,True,True,False,False,False,True,0-12 mo,2,True,False,False,40.2,40.2,2,1,40.2,High,True
4959-JOSRX,United States,California,La Puente,91744,34.031441,-117.936436,Female,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Yes,1,99,4884,Lack of affordable download/upload speed,80.55,False,False,True,False,True,True,True,0-12 mo,0,True,True,False,80.55,44.6,0,2,40.275,High,True
7273-TEFQD,United States,California,La Puente,91746,34.038983,-117.991372,Male,Yes,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,Yes,1,96,2314,Long distance charges,132.2,False,True,False,False,False,True,True,0-12 mo,2,True,False,False,132.2,41.15,2,3,44.06666666666666,High,True
3606-TWKGI,United States,California,Rowland Heights,91748,33.976753,-117.897367,Male,Yes,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,Yes,1,84,2494,Extra data charges,1364.3,False,True,False,False,True,True,True,13-24 mo,4,True,True,True,1364.3,106.9,4,13,104.94615384615385,High,True
6323-AYBRX,United States,California,Ontario,91762,34.057256,-117.667677,Male,No,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1099.6,Yes,1,83,5084,Price too high,1099.6,False,False,False,False,True,False,True,49-60 mo,0,False,False,False,1099.6,19.35,0,59,18.63728813559322,Low,True
4385-GZQXV,United States,California,Ontario,91764,34.074087,-117.605618,Female,Yes,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,Yes,1,81,3810,Product dissatisfaction,1511.2,False,True,False,False,True,True,True,13-24 mo,3,True,True,True,1511.2,94.45,3,16,94.45,High,True
6366-ZGQGL,United States,California,Pomona,91766,34.042286,-117.756106,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,Yes,1,73,5087,Service dissatisfaction,24.8,False,False,False,False,False,False,True,0-12 mo,0,True,False,False,24.8,24.8,0,1,24.8,High,True
5940-AHUHD,United States,California,Pomona,91768,34.067932,-117.785168,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,Yes,1,69,3338,Lack of self-service on Website,70.6,False,False,False,False,True,False,True,0-12 mo,0,True,True,False,70.6,70.6,0,1,70.6,High,True
6432-TWQLB,United States,California,Rosemead,91770,34.065108,-118.082791,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,401.1,Yes,1,80,3676,Network reliability,401.1,False,False,True,False,True,True,True,0-12 mo,2,True,True,False,401.1,85.4,2,5,80.22,High,True
4484-GLZOU,United States,California,San Dimas,91773,34.102119,-117.815532,Female,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,5624.85,Yes,1,65,4839,Don't know,5624.85,False,False,True,False,True,True,True,49-60 mo,4,True,True,True,5624.85,105.05,4,52,108.17019230769232,High,True
9512-UIBFX,United States,California,West Covina,91791,34.061634,-117.893169,Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,Yes,1,68,4643,Don't know,1779.95,False,False,True,False,True,False,True,13-24 mo,3,True,True,True,1779.95,95.15,3,18,98.88611111111112,High,True
5583-SXDAG,United States,California,Alhambra,91803,34.074736,-118.145959,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,Yes,1,97,4094,Don't know,70,False,False,True,False,True,False,True,0-12 mo,0,True,True,False,70.0,70.0,0,1,70.0,High,True
3488-PGMQJ,United States,California,Alpine,91901,32.827184,-116.703729,Male,Yes,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,Yes,1,80,4345,Poor expertise of online support,606.55,False,True,False,False,True,True,True,0-12 mo,1,True,True,False,606.55,74.5,1,8,75.81875,High,True
3580-REOAC,United States,California,Bonita,91902,32.67117,-117.00232,Male,No,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes,1,83,4061,Poor expertise of phone support,435.4,False,False,False,False,True,True,True,0-12 mo,0,True,True,False,435.4,44.85,0,10,43.54,High,True
